"REF_DATE","GEO","DGUID","Unemployment rate","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Rural Health Region, Prince Edward Island (Peer group E)","1102","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334019","11.2","19.9","","","","1"
"1996","Nova Scotia","12","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334020","12.1","12.3","","","","1"
"1996","Nova Scotia","12","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334021","12.2","17.6","","","","1"
"1996","Zone 1, Nova Scotia (Peer group E)","1201","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334022","13.1","12.1","","","","1"
"1996","Zone 1, Nova Scotia (Peer group E)","1201","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334023","13.2","19.7","","","","1"
"1996","Zone 2, Nova Scotia (Peer group E)","1202","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334024","14.1","13.6","","","","1"
"1996","Zone 2, Nova Scotia (Peer group E)","1202","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334025","14.2","18.7","","","","1"
"1996","Zone 3, Nova Scotia (Peer group H)","1203","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334026","15.1","11.1","","","","1"
"1996","Zone 3, Nova Scotia (Peer group H)","1203","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334027","15.2","14.4","","","","1"
"1996","Zone 4, Nova Scotia (Peer group H)","1204","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334028","16.1","16.0","","","","1"
"1996","Zone 4, Nova Scotia (Peer group H)","1204","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334029","16.2","22.6","","","","1"
"1996","Zone 5, Nova Scotia (Peer group D)","1205","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334030","17.1","24.2","","","","1"
"1996","Zone 5, Nova Scotia (Peer group D)","1205","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334031","17.2","33.9","","","","1"
"1996","Zone 6, Nova Scotia (Peer group I)","1206","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334032","18.1","8.3","","","","1"
"1996","Zone 6, Nova Scotia (Peer group I)","1206","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334033","18.2","12.3","","","","1"
"1996","New Brunswick","13","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334034","19.1","11.6","","","","1"
"1996","New Brunswick","13","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334035","19.2","18.4","","","","1"
"1996","Region 1, New Brunswick (Peer group I)","1301","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334036","20.1","12.4","","","","1"
"1996","Region 1, New Brunswick (Peer group I)","1301","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334037","20.2","17.2","","","","1"
"1996","Region 2, New Brunswick (Peer group H)","1302","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334038","21.1","10.6","","","","1"
"1996","Region 2, New Brunswick (Peer group H)","1302","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334039","21.2","17.5","","","","1"
"1996","Region 3, New Brunswick (Peer group I)","1303","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334040","22.1","10.6","","","","1"
"1996","Region 3, New Brunswick (Peer group I)","1303","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334041","22.2","16.8","","","","1"
"1996","Region 4, New Brunswick (Peer group H)","1304","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334042","23.1","8.0","","","","1"
"1996","Region 4, New Brunswick (Peer group H)","1304","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334043","23.2","14.4","","","","1"
"1996","Region 5, New Brunswick (Peer group D)","1305","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334044","24.1","13.0","","","","1"
"1996","Region 5, New Brunswick (Peer group D)","1305","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334045","24.2","22.3","","","","1"
"1996","Region 6, New Brunswick (Peer group D)","1306","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334046","25.1","13.3","","","","1"
"1996","Region 6, New Brunswick (Peer group D)","1306","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334047","25.2","20.0","","","","1"
"1996","Region 7, New Brunswick (Peer group D)","1307","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334048","26.1","15.1","","","","1"
"1996","Region 7, New Brunswick (Peer group D)","1307","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334049","26.2","34.7","","","","1"
"1996","Quebec","24","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334050","27.1","11.9","","","","1"
"1996","Quebec","24","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334051","27.2","18.2","","","","1"
"1996","Région du Bas-Saint-Laurent, Quebec (Peer group H)","2401","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334052","28.1","14.1","","","","1"
"1996","Région du Bas-Saint-Laurent, Quebec (Peer group H)","2401","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334053","28.2","18.0","","","","1"
"1996","Région du Saguenay-Lac-Saint-Jean, Quebec (Peer group H)","2402","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334054","29.1","14.3","","","","1"
"1996","Région du Saguenay-Lac-Saint-Jean, Quebec (Peer group H)","2402","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334055","29.2","21.7","","","","1"
"1996","Région de Québec, Quebec (Peer group H)","2403","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334056","30.1","12.5","","","","1"
"1996","Région de Québec, Quebec (Peer group H)","2403","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334057","30.2","20.4","","","","1"
"1996","Région de la Mauricie et Centre-du-Québec, Quebec (Peer group H)","2404","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334058","31.1","12.0","","","","1"
"1996","Région de la Mauricie et Centre-du-Québec, Quebec (Peer group H)","2404","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334059","31.2","18.1","","","","1"
"1996","Région de l'Estrie, Quebec (Peer group H)","2405","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334060","32.1","9.7","","","","1"
"1996","Région de l'Estrie, Quebec (Peer group H)","2405","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334061","32.2","14.2","","","","1"
"1996","Région de Montréal-Centre, Quebec (Peer group A)","2406","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334062","33.1","13.8","","","","1"
"1996","Région de Montréal-Centre, Quebec (Peer group A)","2406","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334063","33.2","18.4","","","","1"
"1996","Région de l'Outaouais, Quebec (Peer group H)","2407","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334064","34.1","11.3","","","","1"
"1996","Région de l'Outaouais, Quebec (Peer group H)","2407","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334065","34.2","14.5","","","","1"
"1996","Région de l'Abitibi-Témiscamingue, Quebec (Peer group H)","2408","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334066","35.1","11.0","","","","1"
"1996","Région de l'Abitibi-Témiscamingue, Quebec (Peer group H)","2408","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334067","35.2","16.4","","","","1"
"1996","Région de la Côte-Nord, Quebec (Peer group H)","2409","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334068","36.1","17.4","","","","1"
"1996","Région de la Côte-Nord, Quebec (Peer group H)","2409","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334069","36.2","23.1","","","","1"
"1996","Région du Nord-du-Québec, Quebec (Peer group F)","2410","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334070","37.1","","F","","","1"
"1996","Région du Nord-du-Québec, Quebec (Peer group F)","2410","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334071","37.2","","F","","","1"
"1996","Région de la Gaspésie-Îles-de-la-Madeleine, Quebec (Peer group D)","2411","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334072","38.1","18.7","","","","1"
"1996","Région de la Gaspésie-Îles-de-la-Madeleine, Quebec (Peer group D)","2411","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334073","38.2","","F","","","1"
"1996","Région de la Chaudière-Appalaches, Quebec (Peer group H)","2412","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334074","39.1","7.0","","","","1"
"1996","Région de la Chaudière-Appalaches, Quebec (Peer group H)","2412","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334075","39.2","14.4","","","","1"
"1996","Région de Laval, Quebec (Peer group I)","2413","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334076","40.1","10.3","","","","1"
"1996","Région de Laval, Quebec (Peer group I)","2413","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334077","40.2","17.6","","","","1"
"1996","Région de Lanaudière, Quebec (Peer group I)","2414","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334078","41.1","12.6","","","","1"
"1996","Région de Lanaudière, Quebec (Peer group I)","2414","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334079","41.2","22.6","","","","1"
"1996","Région des Laurentides, Quebec (Peer group H)","2415","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334080","42.1","10.6","","","","1"
"1996","Région des Laurentides, Quebec (Peer group H)","2415","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334081","42.2","19.3","","","","1"
"1996","Région de la Montérégie, Quebec (Peer group H)","2416","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334082","43.1","10.1","","","","1"
"1996","Région de la Montérégie, Quebec (Peer group H)","2416","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334083","43.2","17.3","","","","1"
"1996","Région du Nunavik, Quebec (Peer group C)","2417","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334084","44.1","","F","","","1"
"1996","Région du Nunavik, Quebec (Peer group C)","2417","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334085","44.2","","F","","","1"
"1996","Ontario by District Health Council","35","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334088","46.1","9.0","","","","1"
"1996","Ontario by District Health Council","35","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334089","46.2","14.9","","","","1"
"1996","Champlain District Health Council, Ontario","3501","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334090","47.1","8.6","","","","1"
"1996","Champlain District Health Council, Ontario","3501","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334091","47.2","13.0","","","","1"
"1996","Quinte-Kingston and Rideau District Health Council, Ontario","3502","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334092","48.1","10.7","","","","1"
"1996","Quinte-Kingston and Rideau District Health Council, Ontario","3502","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334093","48.2","16.3","","","","1"
"1996","Durham-Haliburton-Kawartha and Pine Ridge District Health Council, Ontario","3503","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334094","49.1","9.2","","","","1"
"1996","Durham-Haliburton-Kawartha and Pine Ridge District Health Council, Ontario","3503","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334095","49.2","19.3","","","","1"
"1996","Toronto District Health Council, Ontario","3504","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334096","50.1","10.3","","","","1"
"1996","Toronto District Health Council, Ontario","3504","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334097","50.2","14.0","","","","1"
"1996","Simcoe-York District Health Council, Ontario","3505","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334098","51.1","7.7","","","","1"
"1996","Simcoe-York District Health Council, Ontario","3505","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334099","51.2","13.4","","","","1"
"1996","Halton-Peel District Health Council, Ontario","3506","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334100","52.1","8.4","","","","1"
"1996","Halton-Peel District Health Council, Ontario","3506","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334101","52.2","14.8","","","","1"
"1996","Waterloo-Wellington-Dufferin District Health Council, Ontario","3507","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334102","53.1","7.5","","","","1"
"1996","Waterloo-Wellington-Dufferin District Health Council, Ontario","3507","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334103","53.2","14.2","","","","1"
"1996","Hamilton-Wentworth District Health Council, Ontario","3508","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334104","54.1","8.0","","","","1"
"1996","Hamilton-Wentworth District Health Council, Ontario","3508","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334105","54.2","11.6","","","","1"
"1996","Niagara District Health Council, Ontario","3509","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334106","55.1","8.9","","","","1"
"1996","Niagara District Health Council, Ontario","3509","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334107","55.2","14.4","","","","1"
"1996","Grand River District Health Council, Ontario","3510","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334108","56.1","10.4","","","","1"
"1996","Grand River District Health Council, Ontario","3510","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334109","56.2","19.0","","","","1"
"1996","Thames Valley District Health Council, Ontario","3511","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334110","57.1","8.8","","","","1"
"1996","Thames Valley District Health Council, Ontario","3511","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334111","57.2","15.0","","","","1"
"1996","Essex-Kent and Lambton District Health Council, Ontario","3512","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334112","58.1","9.5","","","","1"
"1996","Essex-Kent and Lambton District Health Council, Ontario","3512","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334113","58.2","15.3","","","","1"
"1996","Grey-Bruce-Huron and Perth District Health Council, Ontario","3513","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334114","59.1","5.7","","","","1"
"1996","Grey-Bruce-Huron and Perth District Health Council, Ontario","3513","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334115","59.2","8.9","","","","1"
"1996","Muskoka-Nipissing and Parry Sound District Health Council, Ontario","3514","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334116","60.1","10.2","","","","1"
"1996","Muskoka-Nipissing and Parry Sound District Health Council, Ontario","3514","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334117","60.2","18.9","","","","1"
"1996","Algoma-Cochrane-Manitoulin and Sudbury District Health Council, Ontario","3515","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334118","61.1","11.0","","","","1"
"1996","Algoma-Cochrane-Manitoulin and Sudbury District Health Council, Ontario","3515","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334119","61.2","20.9","","","","1"
"1996","Northwestern Ontario District Health Council, Ontario","3516","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334120","62.1","10.0","","","","1"
"1996","Northwestern Ontario District Health Council, Ontario","3516","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334121","62.2","19.6","","","","1"
"1996","Ontario by Health Unit","35","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334122","63.1","9.0","","","","1"
"1996","Ontario by Health Unit","35","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334123","63.2","14.9","","","","1"
"1996","Algoma Public Health Unit, Ontario (Peer group H)","3526","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334124","64.1","12.1","","","","1"
"1996","Algoma Public Health Unit, Ontario (Peer group H)","3526","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334125","64.2","20.9","","","","1"
"1996","Brant Public Health Unit, Ontario (Peer group I)","3527","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334126","65.1","11.7","","","","1"
"1996","Brant Public Health Unit, Ontario (Peer group I)","3527","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334127","65.2","22.5","","","","1"
"1996","Durham Public Health Unit, Ontario (Peer group J)","3530","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334128","66.1","8.6","","","","1"
"1996","Durham Public Health Unit, Ontario (Peer group J)","3530","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334129","66.2","19.3","","","","1"
"1996","Elgin-St Thomas Public Health Unit, Ontario (Peer group I)","3531","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334130","67.1","10.1","","","","1"
"1996","Elgin-St Thomas Public Health Unit, Ontario (Peer group I)","3531","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334131","67.2","","F","","","1"
"1996","Bruce-Grey-Owen Sound Public Health Unit, Ontario (Peer group I)","3533","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334132","68.1","5.9","","","","1"
"1996","Bruce-Grey-Owen Sound Public Health Unit, Ontario (Peer group I)","3533","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334133","68.2","10.0","","","","1"
"1996","Haldimand-Norfolk Public Health Unit, Ontario (Peer group I)","3534","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334134","69.1","9.3","","","","1"
"1996","Haldimand-Norfolk Public Health Unit, Ontario (Peer group I)","3534","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334135","69.2","15.8","","","","1"
"1996","Haliburton-Kawartha-Pine Ridge Public Health Unit, Ontario (Peer group I)","3535","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334136","70.1","10.1","","","","1"
"1996","Haliburton-Kawartha-Pine Ridge Public Health Unit, Ontario (Peer group I)","3535","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334137","70.2","23.5","","","","1"
"1996","Halton Public Health Unit, Ontario (Peer group J)","3536","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334138","71.1","5.3","","","","1"
"1996","Halton Public Health Unit, Ontario (Peer group J)","3536","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334139","71.2","8.7","","","","1"
"1996","Hamilton Public Health Unit, Ontario (Peer group H)","3537","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334140","72.1","8.0","","","","1"
"1996","Hamilton Public Health Unit, Ontario (Peer group H)","3537","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334141","72.2","11.6","","","","1"
"1996","Hastings and Prince Edward Public Health Unit, Ontario (Peer group I)","3538","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334142","73.1","12.8","","","","1"
"1996","Hastings and Prince Edward Public Health Unit, Ontario (Peer group I)","3538","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334143","73.2","20.9","","","","1"
"1996","Huron Public Health Unit, Ontario (Peer group G)","3539","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334144","74.1","","F","","","1"
"1996","Huron Public Health Unit, Ontario (Peer group G)","3539","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334145","74.2","","F","","","1"
"1996","Kent-Chatham Public Health Unit, Ontario (Peer group I)","3540","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334146","75.1","10.9","","","","1"
"1996","Kent-Chatham Public Health Unit, Ontario (Peer group I)","3540","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334147","75.2","23.1","","","","1"
"1996","Kingston-Frontenac-Lennox and Addington Public Health Unit, Ontario (Peer group I)","3541","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334148","76.1","9.7","","","","1"
"1996","Kingston-Frontenac-Lennox and Addington Public Health Unit, Ontario (Peer group I)","3541","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334149","76.2","14.2","","","","1"
"1996","Lambton Public Health Unit, Ontario (Peer group I)","3542","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334150","77.1","10.2","","","","1"
"1996","Lambton Public Health Unit, Ontario (Peer group I)","3542","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334151","77.2","19.8","","","","1"
"1996","Leeds-Grenville-Lanark Public Health Unit, Ontario (Peer group I)","3543","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334152","78.1","9.7","","","","1"
"1996","Leeds-Grenville-Lanark Public Health Unit, Ontario (Peer group I)","3543","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334153","78.2","","F","","","1"
"1996","Middlesex-London Public Health Unit, Ontario (Peer group I)","3544","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334154","79.1","8.7","","","","1"
"1996","Middlesex-London Public Health Unit, Ontario (Peer group I)","3544","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334155","79.2","14.7","","","","1"
"1996","Muskoka-Parry Sound Public Health Unit, Ontario (Peer group E)","3545","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334156","80.1","10.1","","","","1"
"1996","Muskoka-Parry Sound Public Health Unit, Ontario (Peer group E)","3545","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334157","80.2","","F","","","1"
"1996","Niagara Public Health Unit, Ontario (Peer group I)","3546","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334158","81.1","8.9","","","","1"
"1996","Niagara Public Health Unit, Ontario (Peer group I)","3546","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334159","81.2","14.4","","","","1"
"1996","North Bay Public Health Unit, Ontario (Peer group H)","3547","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334160","82.1","9.8","","","","1"
"1996","North Bay Public Health Unit, Ontario (Peer group H)","3547","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334161","82.2","21.8","","","","1"
"1996","Northwestern Public Health Unit, Ontario (Peer group G)","3549","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334162","83.1","12.0","","","","1"
"1996","Northwestern Public Health Unit, Ontario (Peer group G)","3549","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334163","83.2","","F","","","1"
"1996","Ottawa Public Health Unit, Ontario (Peer group B)","3551","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334164","84.1","8.1","","","","1"
"1996","Ottawa Public Health Unit, Ontario (Peer group B)","3551","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334165","84.2","10.8","","","","1"
"1996","Oxford Public Health Unit, Ontario (Peer group I)","3552","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334166","85.1","8.1","","","","1"
"1996","Oxford Public Health Unit, Ontario (Peer group I)","3552","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334167","85.2","","F","","","1"
"1996","Peel Public Health Unit, Ontario (Peer group B)","3553","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334168","86.1","9.3","","","","1"
"1996","Peel Public Health Unit, Ontario (Peer group B)","3553","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334169","86.2","16.7","","","","1"
"1996","Perth Public Health Unit, Ontario (Peer group G)","3554","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334170","87.1","5.3","","","","1"
"1996","Perth Public Health Unit, Ontario (Peer group G)","3554","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334171","87.2","","F","","","1"
"1996","Peterborough Public Health Unit, Ontario (Peer group I)","3555","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334172","88.1","10.2","","","","1"
"1996","Peterborough Public Health Unit, Ontario (Peer group I)","3555","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334173","88.2","14.9","","","","1"
"1996","Porcupine Public Health Unit, Ontario (Peer group H)","3556","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334174","89.1","14.1","","","","1"
"1996","Porcupine Public Health Unit, Ontario (Peer group H)","3556","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334175","89.2","24.8","","","","1"
"1996","Renfrew Public Health Unit, Ontario (Peer group G)","3557","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334176","90.1","10.5","","","","1"
"1996","Renfrew Public Health Unit, Ontario (Peer group G)","3557","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334177","90.2","","F","","","1"
"1996","Eastern Ontario Public Health Unit, Ontario (Peer group I)","3558","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334178","91.1","10.1","","","","1"
"1996","Eastern Ontario Public Health Unit, Ontario (Peer group I)","3558","Unemployment rate, 15 to 24 years","Percent","239","units ","0","v4334179","91.2","20.8","","","","1"
"1996","Simcoe Public Health Unit, Ontario (Peer group J)","3560","Unemployment rate, 15 years and over","Percent","239","units ","0","v4334180","92.1","9.2","","","","1"
